# mapping_set_id: "https://w3id.org/lmodel/mappings/cyberinfra.sssom.tsv"
# mapping_set_version: "1.0.0"
# mapping_set_description: "SSSOM mappings extracted from the lmodel cyberinfra LinkML schema"
# license: "https://www.apache.org/licenses/LICENSE-2.0"
# creator_id: ["https://w3id.org/lmodel"]
# mapping_date: "2026-05-15"
# subject_source: "https://w3id.org/lmodel/cyberinfra/"
# curie_map:
#   PATO: "http://purl.obolibrary.org/obo/PATO_"
#   WIKIDATA: "https://www.wikidata.org/wiki/"
#   cyberinfra: "https://w3id.org/lmodel/cyberinfra/"
#   generic: "https://w3id.org/generic/"
#   linkml: "https://w3id.org/linkml/"
#   schema: "http://schema.org/"
#   schema_generic: "https://w3id.org/lmodel/generic/schema/"

subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_date	author_id	comment
cyberinfra:Automation	Automation	skos:exactMatch	WIKIDATA:Q184199		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	class
cyberinfra:InformationCommunicationsTechnology	InformationCommunicationsTechnology	skos:broadMatch	NCIT:C18141		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	class
cyberinfra:InformationCommunicationsTechnology	InformationCommunicationsTechnology	skos:exactMatch	WIKIDATA:Q5268834		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	class
cyberinfra:InformationCommunicationsTechnology	InformationCommunicationsTechnology	skos:relatedMatch	WIKIDATA:Q21198		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	class
cyberinfra:WorkloadEntity	WorkloadEntity	skos:narrowMatch	sumo:instance		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	class
cyberinfra:computational sequence	computational sequence	skos:broadMatch	SIO:001118		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	type
cyberinfra:computational sequence	computational sequence	skos:broadMatch	sumo:ComputationalSystem		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	type
cyberinfra:computational sequence	computational sequence	skos:broadMatch	sumo:ComputerTask		semapv:ManualMappingCuration	2026-05-15	https://w3id.org/lmodel	type
